Ticker;SimFinId;Currency;"Fiscal Year";"Fiscal Period";"Report Date";"Publish Date";"Restated Date";"Shares (Basic)";"Shares (Diluted)";Revenue;"Cost of Revenue";"Gross Profit";"Operating Expenses";"Selling, General & Administrative";"Research & Development";"Depreciation & Amortization";"Operating Income (Loss)";"Non-Operating Income (Loss)";"Interest Expense, Net";"Pretax Income (Loss), Adj.";"Abnormal Gains (Losses)";"Pretax Income (Loss)";"Income Tax (Expense) Benefit, Net";"Income (Loss) from Continuing Operations";"Net Extraordinary Gains (Losses)";"Net Income";"Net Income (Common)"
JHG;1234774;USD;2019;FY;2019-12-31;2020-02-26;2022-02-25;188000000;188600000;2192400000;-1094700000;1097700000;-538800000;-291900000;;-62600000;558900000;8400000;-15100000;567300000;16200000;583500000;-137800000;445700000;;427600000;427600000
JHG;1234774;USD;2020;FY;2020-12-31;2021-02-24;2022-02-25;180400000;180400000;2298600000;-1133000000;1165600000;-494100000;-274800000;;-49200000;671500000;26800000;-12900000;698300000;-456200000;242100000;-59500000;182600000;;161600000;161600000
JILL;680726;USD;2016;FY;2017-01-31;2017-03-14;2018-04-13;10420760;10420760;639056000;-211117000;427939000;-368525000;-368525000;;;59414000;-18670000;-18670000;40744000;;40744000;-16669000;24075000;;24075000;24075000
JILL;680726;USD;2017;FY;2018-01-31;2018-04-13;2018-04-13;9986811;10378790;698145000;-234065000;464080000;-394893000;-394893000;;;69187000;-19261000;-19261000;49926000;;49926000;5439000;55365000;;55365000;55365000
JILL;680726;USD;2018;FY;2019-01-31;2019-04-08;2021-04-12;8554263;8847950;706262000;-245982000;460280000;-399042000;-399042000;;;61238000;-19064000;-19064000;42174000;;42174000;-11649000;30525000;;30525000;30525000
JILL;680726;USD;2019;FY;2020-01-31;2020-06-15;2022-04-13;8749865;8749865;691345000;-262766000;428579000;-406744000;-406744000;;;21835000;-19571000;-19571000;2264000;-133853000;-131589000;3022000;-128567000;;-128567000;-128567000
JILL;680726;USD;2020;FY;2021-01-31;2021-04-12;2022-04-13;9159686;9159686;426730000;-181103000;245627000;-343448000;-343448000;;;-97821000;-18229000;-18229000;-116050000;-71516000;-187566000;48162000;-139404000;;-139404000;-139404000
JJSF;968241;USD;2016;FY;2016-09-30;2016-11-22;2018-11-28;18649000;18769000;992781000;-688314000;304467000;-191657000;-118262000;;;112810000;4009000;-123000;116819000;;116819000;-40844000;75975000;;75975000;75975000
JJSF;968241;USD;2017;FY;2017-09-30;2017-11-28;2019-11-27;18707000;18816000;1084224000;-753201000;331023000;-212916000;-131237000;;;118107000;4093000;-1196000;122200000;;122200000;-43026000;79174000;;79174000;79174000
JJSF;968241;USD;2018;FY;2018-09-30;2018-11-28;2020-11-25;18694000;18817000;1138265000;-801979000;336286000;-225511000;-133162000;;;110775000;7377000;1110000;118152000;;118152000;-14556000;103596000;;103596000;103596000
JJSF;968241;USD;2019;FY;2019-09-30;2019-11-27;2021-11-23;18812000;18959000;1186487000;-836086000;350401000;-233445000;-232037000;;;116956000;9621000;1880000;126577000;;126577000;-31758000;94819000;;94819000;94819000
JJSF;968241;USD;2020;FY;2020-09-30;2020-11-25;2021-11-23;18901000;19032000;1022038000;-783611000;238427000;-221233000;-214483000;;;17194000;4272000;-84000;21466000;;21466000;-3161000;18305000;;18305000;18305000
JKHY;447566;USD;2017;FY;2017-06-30;2017-08-25;2017-08-25;77856000;78255000;1431117000;-819034000;612083000;-244381000;-162898000;-84753000;;367702000;-748000;-748000;366954000;;366954000;-121161000;245793000;;245793000;245793000
JKHY;447566;USD;2018;FY;2018-06-30;2018-08-24;2018-08-24;77252000;77585000;1536603000;-873642000;662961000;-270592000;-182146000;-90340000;;392369000;-1345000;-1345000;391024000;;391024000;-14364000;376660000;;376660000;376660000
JKHY;447566;USD;2019;FY;2019-06-30;2019-08-26;2021-08-25;77160000;77347000;1552691000;-923030000;629661000;-282376000;-185998000;-96378000;;347285000;-50000;-50000;347235000;;347235000;-75350000;271885000;;271885000;271885000
JKHY;447566;USD;2020;FY;2020-06-30;2020-08-25;2021-08-25;76787000;76934000;1697067000;-1008464000;688603000;-307976000;-197988000;-109988000;;380627000;449000;449000;381076000;;381076000;-84408000;296668000;;296668000;296668000
JKHY;447566;USD;2021;FY;2021-06-30;2021-08-25;2021-08-25;76022000;76141000;1758225000;-1063399000;694826000;-296107000;-187060000;-109047000;;398719000;-994000;-994000;397725000;;397725000;-86256000;311469000;;311469000;311469000
JLL;122208;USD;2016;FY;2016-12-31;2017-02-23;2018-02-23;45154000;45528000;6803800000;-3983100000;2820700000;-2311600000;-2169800000;;-141800000;509100000;1800000;-45300000;510900000;-68500000;442400000;-108000000;334400000;;318200000;317800000
JLL;122208;USD;2017;FY;2017-12-31;2018-02-23;2018-02-23;45316000;45758000;7932400000;-4572200000;3360200000;-2792600000;-2625400000;;-167200000;567600000;-11800000;-56200000;555800000;-30700000;525100000;-267800000;257300000;;254200000;253800000
JLL;122208;USD;2018;FY;2018-12-31;2019-02-26;2021-02-18;45517000;45931000;16318400000;-5206800000;11111600000;-10365900000;-2950900000;;-186100000;745700000;-900001;-51100000;744799999;-38800000;705999999;-214300000;491699999;;484499999;484099999
JLL;122208;USD;2019;FY;2019-12-31;2020-02-27;2022-02-28;48647000;49154000;17983200000;-5812700000;12170500000;-11270700000;-3115700000;;-202400000;899800000;-17800000;-56400000;882000000;-184400000;697600000;-159700000;537900000;;535300000;534400000
JLL;122208;USD;2020;FY;2020-12-31;2021-02-18;2022-02-28;51683000;52282000;16589900000;-5268800000;11321100000;-10619600000;-2703400000;;-226400000;701500000;-29500000;-52800000;672000000;-142400000;529600000;-106900000;422700000;;402500000;402500000
JMBA;365536;USD;2016;FY;2016-12-31;2018-02-12;2018-05-11;15229102;15229102;79623000;-38132000;41491000;-55299000;-37958000;;-5749000;-13808000;-189000;-189000;-13997000;-8360000;-22357000;-79000;-22436000;;-22436000;-22436000
JMBA;365536;USD;2017;FY;2017-12-31;2018-05-11;2018-05-11;15513028;15513028;70926000;-32371000;38555000;-40763000;-28260000;;-3549000;-2208000;-220000;-220000;-2428000;-985000;-3413000;671000;-2742000;;-2742000;-2742000
JNJ;89661;USD;2016;FY;2016-12-31;2017-02-27;2017-02-27;2737300000;2788900000;71890000000;-21685000000;50205000000;-29040000000;-19945000000;-9095000000;;21165000000;-842000000;-358000000;20323000000;-520000000;19803000000;-3263000000;16540000000;;16540000000;16540000000
JNJ;89661;USD;2017;FY;2017-12-31;2018-02-21;2019-02-20;2692000000;2745300000;76450000000;-25439000000;51011000000;-32114000000;-21520000000;-10594000000;;18897000000;-507000000;-549000000;18390000000;-717000000;17673000000;-16373000000;1300000000;;1300000000;1300000000
JNJ;89661;USD;2018;FY;2018-12-31;2019-02-20;2021-02-22;2681500000;2728700000;81581000000;-27091000000;54490000000;-33315000000;-22540000000;-10775000000;;21175000000;-1799000000;-394000000;19376000000;-1377000000;17999000000;-2702000000;15297000000;;15297000000;15297000000
JNJ;89661;USD;2019;FY;2019-12-31;2020-02-18;2022-02-17;2645100000;2684300000;82059000000;-27556000000;54503000000;-33533000000;-22178000000;-11355000000;;20970000000;-2486000000;39000000;18484000000;-1156000000;17328000000;-2209000000;15119000000;;15119000000;15119000000
JNJ;89661;USD;2020;FY;2020-12-31;2021-02-22;2022-02-17;2632800000;2670700000;82584000000;-28427000000;54157000000;-34243000000;-22084000000;-12159000000;;19914000000;-2989000000;-90000000;16925000000;-428000000;16497000000;-1783000000;14714000000;;14714000000;14714000000
JNPR;385619;USD;2016;FY;2016-12-31;2017-02-24;2017-02-24;381700000;387800000;4990100000;-1885600000;3104500000;-2211500000;-1197800000;-1013700000;;893000000;-62300000;;830700000;-3300000;827400000;-234700000;592700000;;592700000;592700000
JNPR;385619;USD;2017;FY;2017-12-31;2018-02-23;2018-02-23;377700000;384200000;5027200000;-1955100000;3072100000;-2158400000;-1177700000;-980700000;;913700000;-36300000;;877400000;-65600000;811800000;-505600000;306200000;;306200000;306200000
JNPR;385619;USD;2018;FY;2018-12-31;2019-02-22;2021-02-12;349000000;354400000;4647500000;-1906300000;2741200000;-2161700000;-1158500000;-1003200000;;579500000;-39500000;;540000000;-7300000;532700000;34200000;566900000;;566900000;566900000
JNPR;385619;USD;2019;FY;2019-12-31;2020-02-20;2022-02-11;343200000;348200000;4445400000;-1828600000;2616800000;-2139300000;-1183600000;-955700000;;477500000;-12500000;;465000000;-50600000;414400000;-69400000;345000000;;345000000;345000000
JNPR;385619;USD;2020;FY;2020-12-31;2021-02-12;2022-02-11;330400000;335200000;4445100000;-1871400000;2573700000;-2152600000;-1194200000;-958400000;;421100000;-32900000;;388200000;-123000000;265200000;-7400000;257800000;;257800000;257800000
JOE;546306;USD;2016;FY;2016-12-31;2017-03-02;2019-02-27;74457541;74457541;96862000;-62194000;34668000;-31590000;;;-8571000;3078000;6985000;-12295000;10063000;12548000;22611000;-7147000;15464000;;15895000;15895000
JOE;546306;USD;2017;FY;2017-12-31;2018-03-01;2019-02-27;70548411;70548411;100038000;-67194000;32844000;-29267000;;;-8885000;3577000;27978000;-12145000;31555000;9800000;41355000;17881000;59236000;;59578000;59578000
JOE;546306;USD;2018;FY;2018-12-31;2019-02-27;2021-02-24;62725954;62725954;110276000;-51317000;58959000;-29555000;;;-8998000;29404000;1462000;-11840000;30866000;;30866000;736000;31602000;;32369000;32369000
JOE;546306;USD;2019;FY;2019-12-31;2020-02-26;2022-02-23;59994527;59994527;127085000;-64086000;62999000;-31676000;-21389000;;-10287000;31323000;2468000;-12302000;33791000;2317000;36108000;-9447000;26661000;;26775000;26775000
JOE;546306;USD;2020;FY;2020-12-31;2021-02-24;2022-02-23;59009865;59009865;160555000;-77776000;82779000;-35694000;-22906000;;-12788000;47085000;-7918000;-13564000;39167000;19983000;59150000;-13670000;45480000;;45203000;45203000
JOUT;667535;USD;2016;FY;2016-09-30;2016-12-13;2017-12-08;9839000;9855000;433727000;-257265000;176462000;-147371000;-128941000;-18430000;;29091000;761000;-646000;29852000;-6197000;23655000;-10154000;13501000;;13501000;13501000
JOUT;667535;USD;2017;FY;2017-09-30;2017-12-08;2017-12-08;9887000;9920000;490565000;-279625000;210940000;-165349000;-146183000;-19166000;;45591000;2619000;-441000;48210000;0;48210000;-13053000;35157000;;35157000;35157000
JOUT;667535;USD;2018;FY;2018-09-30;2018-12-07;2020-12-11;9942000;9996000;544268000;-302408000;241860000;-178839000;-158398000;-20441000;;63021000;5085000;963000;68106000;;68106000;-27437000;40669000;;40669000;40669000
JOUT;667535;USD;2019;FY;2019-09-30;2019-12-06;2021-12-10;9994000;10021000;562419000;-312663000;249756000;-185982000;-164056000;-21926000;;63774000;2733000;1937000;66507000;;66507000;-15094000;51413000;;51413000;51413000
JOUT;667535;USD;2020;FY;2020-09-30;2020-12-11;2021-12-10;10034000;10064000;594209000;-329216000;264993000;-193923000;-169302000;-24621000;;71070000;2632000;1270000;73702000;;73702000;-18469000;55233000;;55233000;55233000
JOY;39382;USD;2016;FY;2016-10-31;2017-02-23;2017-02-23;98040000;98040000;2371400000;-1855574000;515826000;-467342000;-476684000;;;48484000;-45759000;-45759000;2725000;-89896000;-87171000;23326000;-63845000;5466000;-58379000;-58379000
JRSH;1348020;USD;2016;FY;2017-03-31;2017-05-16;2018-06-28;8787500;8787500;62040589;-46636992;15403597;-4705498;-4705498;;;10698099;-50318;;10647781;;10647781;;10647781;;10692389;10692389
JRSH;1348020;USD;2017;FY;2018-03-31;2018-06-28;2019-06-28;9735651;9735651;69295698;-51342020;17953678;-6119030;-6002452;;;11834648;-31369;;11803279;;11803279;-1400000;10403279;;10410117;10410117
JRSH;1348020;USD;2018;FY;2019-03-31;2019-06-28;2020-06-29;11199630;11330310;84983661;-66206652;18777009;-12428435;-8834547;;;6348574;23802;;6372376;;6372376;-1260861;5111515;;5112269;5112269
JRSH;1348020;USD;2019;FY;2020-03-31;2020-06-29;2021-06-23;11325000;11443364;93024236;-75040597;17983639;-10318253;-10039995;;;7665386;-21120;;7644266;;7644266;-1174618;6469648;;6475442;6475442
JRSH;1348020;USD;2020;FY;2021-03-31;2021-06-23;2022-06-27;11325131;11325311;90213361;-74213993;15999368;-10612518;-10546267;;;5386850;108509;;5495359;;5495359;-1345646;4149713;;4149713;4149713
JSDA;727078;USD;2016;FY;2016-12-31;2017-03-23;2018-03-29;41322944;41322944;15667000;-11568000;4099000;-4184000;-4184000;;;-85000;-94000;-85000;-179000;;-179000;-4000;-183000;;-183000;-183000
JSDA;727078;USD;2017;FY;2017-12-31;2018-03-29;2018-03-29;41420603;41420603;13345000;-10321000;3024000;-4137000;-4137000;;;-1113000;-135000;-75000;-1248000;;-1248000;-23000;-1271000;;-1271000;-1271000
JSDA;727078;USD;2018;FY;2018-12-31;2019-03-22;2019-03-22;41464373;41464373;12558000;-9822000;2736000;-4563000;-4563000;;;-1827000;-228000;-271000;-2055000;;-2055000;-24000;-2079000;;-2079000;-2079000
JSDA;727078;USD;2019;FY;2019-12-31;2020-03-30;2021-03-24;51109086;51109086;11508000;-9125000;2383000;-4735000;-4735000;;;-2352000;-397000;-392000;-2749000;;-2749000;-29000;-2778000;;-2778000;-2778000
JSDA;727078;USD;2020;FY;2020-12-31;2021-03-24;2022-03-14;61792285;61792285;11895000;-9216000;2679000;-5507000;-5507000;;;-2828000;-142000;-127000;-2970000;;-2970000;-27000;-2997000;;-2997000;-2997000
JVA;40037;USD;2016;FY;2016-10-31;2017-01-27;2018-01-29;6082777;6082777;78948228;-67066050;11882178;-8019110;-7363710;;;3863068;-147106;-146134;3715962;;3715962;-1365920;2350042;;2212288;2212288
JVA;40037;USD;2017;FY;2017-10-31;2018-01-29;2018-01-29;5858376;5858376;77127595;-64977632;12149963;-10927246;-10228506;;;1222717;-245781;-244825;976936;;976936;-244096;732840;;467262;467262
JVA;40037;USD;2018;FY;2018-10-31;2019-01-29;2019-01-29;5691057;5691057;90655294;-75040802;15614492;-13213329;-12532329;;;2401163;-362225;-357358;2038938;;2038938;-511532;1527406;;1059276;1059276
JVA;40037;USD;2019;FY;2019-10-31;2020-01-29;2021-02-16;5569349;5569349;86467432;-70708100;15759332;-15218803;-14504707;;;540529;-247315;-243546;293214;;293214;-29208;264006;;-94598;-94598
JVA;40037;USD;2020;FY;2020-10-31;2021-02-16;2022-01-31;5575453;5575453;74335815;-61256926;13078889;-13904207;-13223207;;;-825318;-186839;-181823;-1012157;634400;-377757;41713;-336044;;-94301;-94301
JW-A;195872;USD;2017;FY;2017-04-30;2017-06-29;2019-07-01;57337000;58199000;1718530000;-500794000;1217736000;-992911000;-943242000;;-49669000;224825000;-20775000;-20775000;204050000;-12934000;191116000;-77473000;113643000;;113643000;113643000
JW-A;195872;USD;2018;FY;2018-04-30;2018-06-29;2019-07-01;57043000;57888000;1796103000;-531024000;1265079000;-1005052000;-956822000;;-48230000;260027000;-4711000;-4711000;255316000;-41385000;213931000;-21745000;192186000;;192186000;192186000
JW-A;195872;USD;2019;FY;2019-04-30;2019-07-01;2021-07-06;57192000;57840000;1800069000;-554722000;1245347000;-1018240000;-963582000;;-54658000;227107000;-11037000;-5021000;216070000;-3118000;212952000;-44689000;168263000;;168263000;168263000
JW-A;195872;USD;2020;FY;2020-04-30;2020-06-04;2022-06-24;56209000;56209000;1831483000;-591024000;1240459000;-1059791000;-997355000;;-62436000;180668000;-8805000;-11578000;171863000;-234955000;-63092000;-11195000;-74287000;;-74287000;-74287000
JW-A;195872;USD;2021;FY;2021-04-30;2021-07-06;2022-06-24;55967000;56230000;1941501000;-625335000;1316166000;-1097345000;-1022660000;;-74685000;218821000;-9599000;-1622000;209222000;-33310000;175912000;-27656000;148256000;;148256000;148256000
JWN;184768;USD;2016;FY;2017-01-31;2017-03-20;2017-03-20;173200000;175600000;14757000000;-9440000000;5317000000;-4315000000;-4315000000;;;1002000000;-121000000;-121000000;881000000;-197000000;684000000;-330000000;354000000;;354000000;354000000
JWN;184768;USD;2017;FY;2018-01-31;2018-03-19;2018-03-19;166800000;168900000;15478000000;-9890000000;5588000000;-4662000000;-4662000000;;;926000000;-136000000;-136000000;790000000;0;790000000;-353000000;437000000;;437000000;437000000
JWN;184768;USD;2018;FY;2019-01-31;2019-03-18;2021-03-16;167300000;170000000;15860000000;-10155000000;5705000000;-4868000000;-4868000000;;;837000000;-104000000;-104000000;733000000;;733000000;-169000000;564000000;;564000000;564000000
JWN;184768;USD;2019;FY;2020-01-31;2020-03-20;2022-03-11;155200000;156100000;15524000000;-9932000000;5592000000;-4808000000;-4808000000;;;784000000;-102000000;-102000000;682000000;;682000000;-186000000;496000000;;496000000;496000000
JWN;184768;USD;2020;FY;2021-01-31;2021-03-16;2022-03-11;157200000;157200000;10715000000;-7600000000;3115000000;-4162000000;-4162000000;;;-1047000000;-181000000;-181000000;-1228000000;;-1228000000;538000000;-690000000;;-690000000;-690000000
JYNT;921297;USD;2016;FY;2016-12-31;2017-03-10;2018-03-09;12696649;12696649;20523640;-2939609;17584031;-29071637;-26505501;;-2566136;-11487606;-1467;;-11489073;-3520370;-15009443;-164429;-15173872;;-15173872;-15173872
JYNT;921297;USD;2017;FY;2017-12-31;2018-03-09;2019-03-11;13245119;13245119;24918868;-3224238;21694630;-24608736;-22591413;;-2017323;-2914106;-64455;;-2978561;-417971;-3396532;-35880;-3432412;;-3432412;-3432412
JYNT;921297;USD;2018;FY;2018-12-31;2019-03-11;2019-03-11;13669107;14031717;31789249;-4310249;27479000;-26679926;-25123686;;-1556240;799074;-47765;;751309;-535954;215355;37728;253083;;253083;253083
JYNT;921297;USD;2019;FY;2019-12-31;2020-03-06;2021-03-05;13819149;14467567;48450900;-5565917;42884983;-39355996;-37456739;;-1899257;3528987;-61515;;3467472;-95054;3372418;-48706;3323712;;3323712;3323712
JYNT;921297;USD;2020;FY;2020-12-31;2021-03-05;2022-03-14;14003708;14582877;58682976;-6507468;52175508;-46734699;-44000237;;-2734462;5440809;-79478;;5361331;51321;5412652;7754662;13167314;;13167314;13167314
K;97995;USD;2016;FY;2016-12-31;2017-02-21;2019-02-25;350000000;354000000;12965000000;-8131000000;4834000000;-3351000000;-3351000000;;;1483000000;-548000000;-406000000;935000000;;935000000;-235000000;700000000;;699000000;699000000
K;97995;USD;2017;FY;2017-12-31;2018-02-20;2019-02-25;348000000;350000000;12854000000;-8155000000;4699000000;-3312000000;-3312000000;;;1387000000;277000000;-256000000;1664000000;;1664000000;-410000000;1254000000;;1254000000;1254000000
K;97995;USD;2018;FY;2018-12-31;2019-02-25;2021-02-22;347000000;348000000;13547000000;-8821000000;4726000000;-3020000000;-3020000000;;;1706000000;-181000000;-287000000;1525000000;;1525000000;-181000000;1344000000;;1336000000;1336000000
K;97995;USD;2019;FY;2019-12-31;2020-02-24;2022-02-22;342000000;344000000;13578000000;-9197000000;4381000000;-2980000000;-2980000000;;;1401000000;-103000000;-284000000;1298000000;;1298000000;-321000000;977000000;;960000000;960000000
K;97995;USD;2020;FY;2020-12-31;2021-02-22;2022-02-22;342000000;344000000;13770000000;-9043000000;4727000000;-2966000000;-2966000000;;;1761000000;-174000000;-281000000;1587000000;;1587000000;-323000000;1264000000;;1251000000;1251000000
KANP;275886;USD;2016;FY;2016-12-31;2017-03-31;2018-03-29;1845000;1845000;8393000;-7990000;403000;-4126000;-3878000;;-248000;-3723000;;;-3723000;-20810000;-24533000;7748000;-16785000;;-16651000;-16651000
KANP;275886;USD;2017;FY;2017-12-31;2018-03-29;2018-03-29;1845000;1845000;15959000;-11797000;4162000;-3279000;-3079000;;-200000;883000;;;883000;0;883000;9440000;10323000;;10710000;10710000
KANP;275886;USD;2018;FY;2018-12-31;2019-03-29;2021-03-25;1845000;1845000;6418000;-6652000;-234000;-3519000;-3282000;;-237000;-3753000;;;-3753000;;-3753000;762000;-2991000;;-2908000;-2908000
KANP;275886;USD;2019;FY;2019-12-31;2020-03-26;2022-03-30;1845000;1845000;4184000;-4471000;-287000;-4765000;-4564000;;-201000;-5052000;;;-5052000;;-5052000;1182000;-3870000;;-3627000;-3627000
